block_group,household_1_person,household_2_person,household_3_person,household_4_person,household_5_person,household_6_person,household_7ormore_person,household_family,household_female_family,household_male_family,household_married_family,household_nonfamily,household_total,population_19to34,population_35to64,population_65andover,population_asian,population_black,population_female,population_hispanic,population_male,population_no_health_insurance,population_race_other,population_total,population_trans_car,population_trans_other,population_trans_public,population_trans_total,population_under18,population_white,vehicle_1,vehicle_2,vehicle_3,vehicle_4,vehicle_5ormore,vehicle_no
530330053013,332,200,62,11,0,0,0,68,0,0,68,537,605,876,173,28,297,26,582,21,498,142,271,1080,58,254,186,498,3,486,199,0,0,0,0,406
530330053014,372,275,0,0,0,0,0,32,0,12,20,615,647,858,98,12,608,0,473,0,495,243,64,968,65,71,293,429,0,296,155,12,0,0,0,480
530330053021,95,17,0,0,0,0,0,14,0,0,14,98,112,1426,28,0,670,18,956,134,526,152,241,1482,53,92,65,210,28,553,39,14,0,0,0,59
530330053022,14,0,0,0,0,0,0,0,0,0,0,14,14,966,62,7,326,7,413,68,622,61,113,1035,27,211,13,251,0,589,14,0,0,0,0,0
530330053023,0,0,0,0,0,0,0,0,0,0,0,0,0,2619,0,0,806,53,1425,159,1236,148,353,2661,73,478,147,698,42,1449,0,0,0,0,0,0
530330054001,98,143,132,33,4,0,0,281,91,33,157,129,410,232,477,45,32,52,481,15,490,0,0,971,335,163,177,675,217,887,140,205,50,0,0,15
530330054002,419,185,65,15,24,0,0,222,6,31,185,486,708,438,464,118,100,0,534,91,637,25,123,1171,385,288,175,848,151,948,443,187,9,0,44,25
530330054003,267,349,105,14,0,0,0,213,13,12,188,522,735,724,505,117,51,19,693,90,753,84,142,1446,607,292,190,1089,100,1234,310,267,71,0,0,87
530330054004,525,309,49,30,0,0,0,197,33,0,164,716,913,884,391,55,118,0,820,71,614,87,155,1434,547,269,325,1141,104,1161,580,264,11,0,0,58
530330056001,104,294,119,30,0,0,16,431,34,45,352,132,563,196,753,173,128,0,719,0,588,39,107,1307,521,29,89,639,185,1072,122,367,43,15,16,0
530330056002,167,215,47,168,34,0,0,464,0,0,464,167,631,14,710,380,16,21,855,0,722,0,49,1577,547,94,108,749,473,1491,148,285,143,23,0,32
530330056003,31,262,50,87,15,0,0,394,27,17,350,51,445,79,599,208,0,0,598,17,542,20,66,1140,371,104,13,488,254,1074,49,284,51,45,0,16
530330056004,84,138,70,90,44,0,0,342,25,0,317,84,426,214,571,192,51,0,630,47,558,0,114,1188,509,75,28,612,211,1023,142,211,41,25,0,7
530330056005,141,143,133,53,30,0,0,321,13,25,283,179,500,147,578,189,52,23,582,82,630,0,109,1212,345,94,77,516,298,1028,164,255,81,0,0,0
530330057001,15,90,45,0,0,44,0,132,0,0,132,62,194,116,174,112,0,0,289,49,309,22,49,598,205,52,0,257,196,549,60,67,33,34,0,0
530330057002,130,205,42,66,59,0,0,328,27,0,301,174,502,302,518,222,154,0,849,56,420,82,56,1269,473,78,73,624,227,1059,142,155,99,10,44,52
530330057003,168,124,91,59,0,0,0,213,13,0,200,229,442,236,443,159,31,0,443,41,495,70,127,938,365,64,99,528,100,780,252,137,0,53,0,0
530330057004,66,221,64,28,0,51,0,326,12,0,314,104,430,225,444,188,153,0,643,55,507,58,90,1150,479,30,32,541,293,907,74,267,89,0,0,0
530330057005,172,187,60,45,0,0,17,210,0,0,210,271,481,284,502,97,30,0,648,53,427,42,34,1075,418,31,154,603,192,1011,232,190,43,0,0,16
530330057006,195,232,189,13,63,0,0,452,107,32,313,240,692,240,821,132,165,16,839,92,764,98,138,1603,478,265,170,913,410,1284,323,241,34,17,0,77
530330058011,196,155,85,74,59,0,0,236,40,63,133,333,569,412,501,101,49,213,709,111,699,164,39,1408,642,41,124,807,394,1107,311,196,62,0,0,0
530330058012,471,186,104,31,16,0,0,216,10,0,206,592,808,392,674,174,74,95,672,117,718,144,9,1390,579,107,172,858,150,1212,536,186,25,10,0,51
530330058013,284,228,45,16,0,19,0,203,6,13,184,389,592,491,496,83,36,244,480,27,626,40,39,1106,643,105,163,911,36,787,283,215,32,9,26,27
530330058014,284,231,54,45,19,11,0,272,15,0,257,372,644,461,566,111,61,47,630,82,678,122,230,1308,495,174,159,828,170,970,177,280,0,30,0,157
530330058021,367,226,125,50,0,11,0,303,20,0,283,476,779,478,720,120,123,0,698,140,808,166,17,1506,759,114,179,1052,188,1366,401,253,96,15,0,14
530330058022,506,573,15,39,0,0,0,211,41,0,170,922,1133,1064,587,220,301,91,1171,97,772,199,187,1943,918,407,201,1526,72,1364,732,299,0,39,0,63
530330058023,379,199,100,99,12,0,0,329,85,16,228,460,789,689,517,258,150,246,976,23,791,139,45,1767,581,240,232,1053,303,1326,444,184,44,0,0,117
530330059001,258,418,75,0,0,41,0,217,17,0,200,575,792,1534,452,97,107,80,1225,97,911,299,205,2136,962,427,122,1511,53,1744,294,304,74,28,0,92
530330059002,156,277,70,26,33,15,0,329,22,0,307,248,577,442,541,184,89,73,522,61,812,29,84,1334,534,227,38,799,167,1088,189,302,60,26,0,0
530330059003,60,111,0,71,0,0,0,85,12,0,73,157,242,1137,223,0,257,7,786,118,718,47,190,1504,207,388,31,626,144,1050,55,127,0,0,0,60
530330059004,120,271,54,102,30,13,0,415,82,27,306,175,590,384,699,117,59,0,796,72,687,71,13,1483,794,118,26,938,283,1411,184,253,112,12,13,16
530330059005,74,199,71,84,29,0,0,368,23,0,345,89,457,224,593,185,49,15,621,0,627,30,41,1248,494,123,109,726,246,1143,247,165,22,23,0,0
530330060001,399,332,110,0,0,0,0,210,61,0,149,631,841,483,663,250,143,23,744,21,700,58,45,1444,375,308,344,1027,48,1233,557,213,29,0,0,42
530330060002,126,295,52,113,0,11,0,402,11,0,391,195,597,400,657,313,81,0,798,213,738,0,199,1536,579,195,202,976,166,1256,228,253,43,56,0,17
530330060003,100,111,70,157,0,0,5,323,0,0,323,120,443,138,653,57,12,0,678,45,541,0,83,1219,462,95,191,748,371,1124,155,242,41,0,5,0
530330060004,315,167,12,94,15,0,8,89,0,0,89,522,611,1078,142,69,5,13,822,45,543,73,92,1365,776,160,184,1120,76,1255,333,160,80,0,8,30
530330061001,172,363,86,19,13,0,0,434,99,18,317,219,653,458,616,126,127,80,652,31,678,0,179,1330,609,168,170,947,130,944,314,296,29,0,0,14
530330061002,212,189,17,49,58,0,0,173,0,0,173,352,525,586,233,183,29,1,588,51,588,96,19,1176,444,231,122,797,174,1127,195,175,108,0,0,47
530330061003,536,293,64,12,0,0,0,267,18,21,228,638,905,732,412,130,48,17,646,42,743,129,161,1389,746,133,290,1169,115,1163,563,232,28,0,0,82
530330061004,462,338,16,26,0,0,0,142,14,25,103,700,842,736,351,200,119,0,759,115,565,78,74,1324,504,189,199,892,37,1131,546,203,0,0,16,77
530330062001,181,182,72,108,37,17,0,324,20,18,286,273,597,412,592,182,176,29,811,82,728,90,104,1539,378,202,224,804,353,1230,213,266,65,9,10,34
530330062002,56,355,68,122,9,0,0,512,58,39,415,98,610,252,709,302,95,11,747,59,823,0,67,1570,438,236,136,810,307,1397,148,394,49,0,0,19
530330062003,90,150,85,37,18,7,0,273,46,0,227,114,387,161,448,162,27,10,469,43,485,0,18,954,294,178,95,567,183,899,145,164,60,0,8,10
530330063001,455,301,61,0,0,0,0,262,55,0,207,555,817,365,475,354,46,17,692,43,568,30,49,1260,523,150,161,834,66,1148,448,288,59,0,0,22
530330063002,281,232,58,31,0,0,0,321,13,20,288,281,602,39,412,520,14,0,500,27,579,0,0,1079,266,111,64,441,108,1065,261,261,40,0,0,40
530330063003,143,209,48,135,0,0,0,335,0,9,326,200,535,104,678,172,72,0,617,57,633,0,162,1250,445,167,21,633,296,1016,120,327,27,8,13,40
530330063004,80,233,56,95,60,0,0,432,0,0,432,92,524,87,565,363,171,50,720,0,679,42,69,1399,370,92,12,474,384,1109,75,298,110,41,0,0
530330064001,113,177,43,106,15,0,0,251,8,0,243,203,454,238,555,118,38,43,603,59,536,0,59,1139,466,146,76,688,228,999,161,241,34,0,0,18
530330064002,56,213,38,44,42,0,0,256,19,0,237,137,393,115,514,120,107,0,538,3,447,7,35,985,355,125,84,564,236,843,55,285,28,9,0,16
530330064003,59,155,126,81,12,0,8,329,11,49,269,112,441,237,521,121,55,5,578,36,639,29,15,1217,380,160,115,655,338,1142,144,198,67,20,0,12
530330065001,137,234,84,85,0,0,0,350,32,0,318,190,540,232,535,215,85,0,552,22,658,74,92,1210,539,82,64,685,228,1033,122,338,44,0,20,16
530330065002,545,312,95,31,19,0,0,298,0,87,211,704,1002,645,795,140,63,19,660,32,1074,239,31,1734,490,558,232,1280,154,1621,694,97,27,0,0,184
530330065003,503,301,14,44,8,22,0,264,0,0,264,628,892,444,738,121,67,1,659,71,846,63,19,1505,486,339,143,968,202,1418,550,167,54,9,0,112
530330066001,633,351,17,0,0,0,0,181,24,0,157,820,1001,917,408,113,177,85,565,97,882,178,186,1447,708,275,248,1231,9,999,642,180,0,0,0,179
530330066002,503,449,200,14,0,0,0,394,99,65,230,772,1166,880,934,115,217,0,963,79,1175,195,159,2138,815,293,494,1602,209,1762,807,293,0,0,0,66
530330067001,572,699,108,15,0,0,0,474,31,0,443,920,1394,1548,595,124,928,0,999,34,1401,101,0,2400,646,708,551,1905,133,1472,814,254,34,0,0,292
530330067002,601,502,67,8,0,0,0,273,0,22,251,905,1178,899,667,339,297,0,924,64,1044,190,343,1968,851,346,200,1397,63,1328,648,296,32,0,0,202
530330067003,276,397,35,12,0,0,0,195,9,19,167,525,720,686,369,130,63,30,563,29,673,203,141,1236,428,449,119,996,51,1002,439,208,12,0,16,45
530330067004,430,324,61,135,12,0,0,385,70,45,270,577,962,681,791,222,156,302,945,17,1051,247,42,1996,559,320,291,1170,302,1496,413,367,22,10,0,150
530330068001,210,142,87,97,25,0,0,309,27,7,275,252,561,204,638,119,32,0,675,16,613,8,79,1288,359,231,102,692,327,1177,216,200,72,0,0,73
530330068002,310,223,171,102,8,9,10,393,46,24,323,440,833,705,719,139,158,31,884,74,1034,47,129,1918,739,276,175,1190,355,1600,417,281,43,35,0,57
530330069001,153,182,28,143,0,0,0,289,11,13,265,217,506,219,547,102,60,0,589,18,594,0,33,1183,440,113,79,632,315,1090,150,301,13,12,0,30
530330069002,114,218,71,140,17,0,0,390,15,0,375,170,560,335,567,182,87,14,759,17,674,168,54,1433,512,178,63,753,349,1278,170,301,43,28,0,18
530330069003,211,181,84,14,24,0,0,265,38,0,227,249,514,284,422,236,56,19,442,0,593,48,161,1035,343,129,51,523,93,799,222,201,17,38,0,36
530330069004,264,276,51,15,0,0,0,149,0,0,149,457,606,425,517,46,34,1,624,17,452,33,38,1076,504,49,258,811,88,1003,310,226,15,0,0,55
530330070001,383,295,0,22,0,0,0,186,0,26,160,514,700,541,411,59,66,26,577,35,499,80,81,1076,451,104,251,806,65,903,422,235,16,0,0,27
530330070002,735,241,0,0,0,0,0,140,0,22,118,836,976,480,462,299,61,72,513,99,728,148,43,1241,348,237,264,849,0,1065,522,0,23,0,22,409
530330070003,799,332,23,0,0,0,29,231,49,0,182,952,1183,864,538,237,331,0,941,122,802,145,132,1743,778,394,237,1409,104,1280,756,177,0,0,29,221
530330070004,429,221,0,0,0,0,0,144,0,0,144,506,650,360,405,122,76,1,495,68,392,106,161,887,185,126,305,616,0,649,411,139,0,0,0,100
530330070005,444,303,21,0,0,0,0,237,23,0,214,531,768,572,179,390,14,0,544,56,619,120,101,1163,110,313,240,663,22,1048,438,72,0,0,0,258
530330070006,472,289,0,78,0,0,0,267,21,0,246,572,839,520,587,121,55,97,634,59,759,0,163,1393,586,157,192,935,165,1078,302,260,21,0,0,256
530330071001,630,338,35,26,0,0,0,173,22,0,151,856,1029,785,565,87,48,77,819,110,693,152,213,1512,629,279,250,1158,75,1174,544,202,7,0,0,276
530330071002,914,489,58,0,0,0,0,373,0,0,373,1088,1461,1282,864,55,337,68,1057,172,1211,198,155,2268,661,663,444,1768,67,1708,988,143,0,0,0,330
530330072001,1601,710,195,8,0,0,0,582,31,55,496,1932,2514,2205,1339,187,672,273,1861,194,2071,390,370,3932,981,1348,735,3064,201,2617,1266,275,31,34,0,908
530330072002,706,226,98,0,0,0,0,301,0,72,229,729,1030,1199,217,25,694,0,493,177,974,103,27,1467,255,695,160,1110,26,746,564,26,14,0,0,426
530330072003,1186,106,0,0,0,0,0,68,0,0,68,1224,1292,630,560,209,227,32,516,45,883,121,255,1399,163,642,321,1126,0,885,410,0,0,0,0,882
530330073001,902,496,121,11,0,0,0,293,72,0,221,1237,1530,1558,750,115,417,125,1192,230,1322,338,87,2514,548,944,196,1688,91,1885,953,127,0,0,0,450
530330073002,884,253,0,0,0,0,0,164,0,0,164,973,1137,413,693,433,203,189,486,124,1080,209,211,1566,109,214,186,509,27,963,479,60,0,0,0,598
530330073003,749,295,37,13,0,0,0,285,15,0,270,809,1094,447,751,235,226,11,607,60,907,26,145,1514,472,559,101,1132,81,1132,706,158,0,0,0,230
530330074011,503,372,0,0,10,0,0,221,23,44,154,664,885,842,354,124,108,0,598,68,732,145,97,1330,524,407,191,1122,10,1125,529,87,42,0,10,217
530330074012,653,321,0,0,0,0,0,186,19,0,167,788,974,821,388,85,160,104,597,126,717,34,12,1314,253,322,401,976,20,1038,549,26,0,0,0,399
530330074013,519,341,26,43,0,0,0,219,87,0,132,710,929,688,619,168,257,19,735,91,769,42,134,1504,356,472,440,1268,29,1094,533,37,0,0,0,359
530330074014,583,140,0,0,0,0,0,20,0,0,20,703,723,422,449,0,35,22,199,20,672,114,115,871,323,277,118,718,0,699,476,54,0,0,0,193
530330074021,577,471,97,0,15,0,0,219,0,19,200,941,1160,1255,604,59,277,18,885,99,1074,103,73,1959,520,638,507,1665,41,1591,559,215,0,58,0,328
530330074022,865,174,0,0,7,0,0,20,0,0,20,1026,1046,628,689,46,198,139,410,62,966,377,161,1376,277,468,165,910,13,878,551,32,0,0,0,463
530330074023,826,361,11,0,44,0,0,103,0,31,72,1139,1242,855,810,125,339,156,723,21,1152,204,254,1875,292,661,465,1418,85,1126,664,35,0,0,0,543
530330075001,657,335,49,34,0,0,0,151,0,0,151,924,1075,627,727,165,51,24,828,55,800,99,291,1628,281,548,352,1181,109,1262,654,67,0,0,0,354
530330075002,416,380,50,0,0,0,0,249,0,0,249,597,846,933,353,24,100,72,603,81,760,41,90,1363,380,436,225,1041,53,1101,492,145,0,0,0,209
530330075003,614,261,134,33,0,0,0,350,0,0,350,692,1042,906,537,40,218,0,898,317,790,204,166,1688,443,440,196,1079,205,1304,638,150,0,0,0,254
530330075004,788,332,76,33,0,0,0,206,102,0,104,1023,1229,1185,490,0,185,272,639,145,1206,195,203,1845,472,630,406,1508,170,1185,832,100,0,0,0,297
530330075005,284,359,70,0,0,0,0,178,9,0,169,535,713,737,389,133,121,75,699,167,560,99,146,1259,293,239,388,920,0,917,436,73,0,0,0,204
530330076001,259,109,110,50,24,0,0,188,28,28,132,364,552,513,405,81,133,35,633,47,566,58,103,1199,216,184,304,704,200,928,295,114,30,24,0,89
530330076002,258,354,31,91,0,0,0,236,26,19,191,498,734,676,578,145,117,302,598,44,956,120,109,1554,298,341,288,927,155,1026,331,129,16,0,0,258
530330076003,417,243,26,16,11,0,0,178,25,0,153,535,713,418,510,117,76,11,520,82,598,56,24,1118,275,291,247,813,73,1007,467,91,0,0,0,155
530330077001,153,92,125,68,1,21,11,236,37,40,159,235,471,372,554,123,51,165,516,0,738,189,100,1254,309,287,220,816,205,938,155,180,16,40,21,59
530330077002,140,219,28,25,0,0,7,261,40,15,206,158,419,185,418,79,120,5,434,36,414,0,0,848,216,136,96,448,166,723,281,92,13,33,0,0
530330077003,124,136,115,41,7,47,16,341,97,0,244,145,486,285,524,50,17,451,619,26,729,86,66,1348,365,119,92,576,489,814,159,183,46,14,7,77
530330077004,345,374,136,29,0,0,0,256,15,0,241,628,884,970,573,33,266,105,790,82,883,250,64,1673,724,110,503,1337,97,1238,503,176,51,0,0,154
530330078001,130,212,107,51,6,0,0,350,11,18,321,156,506,102,514,310,97,51,573,34,544,29,77,1117,484,74,15,573,191,892,146,252,63,10,0,35
530330078002,146,204,181,111,37,0,0,440,53,0,387,239,679,265,1015,237,125,41,951,0,897,176,335,1848,613,300,234,1147,331,1347,231,295,135,0,0,18
530330078003,101,204,21,171,7,0,0,312,49,0,263,192,504,263,591,95,85,92,716,148,605,124,430,1321,441,135,110,686,372,714,170,314,7,0,0,13
530330078004,88,160,125,51,60,0,0,353,100,0,253,131,484,244,695,106,91,283,690,72,665,137,98,1355,336,144,164,644,310,883,171,269,31,13,0,0
530330079001,135,139,64,45,93,15,16,265,16,51,198,242,507,635,479,189,251,386,752,48,848,117,15,1600,282,142,139,563,297,948,291,140,30,16,0,30
530330079002,103,245,64,16,0,30,0,239,76,45,118,219,458,574,311,32,75,261,589,48,491,109,51,1080,247,235,148,630,163,693,145,193,16,0,0,104
530330079003,231,126,71,14,0,0,0,77,16,0,61,365,442,542,347,34,57,83,382,3,556,72,15,938,263,298,194,755,15,783,257,115,17,0,0,53
530330079004,500,266,48,17,0,0,0,117,0,0,117,714,831,538,385,344,18,15,686,71,595,92,94,1281,274,323,265,862,14,1154,443,105,16,18,0,249
530330079005,549,271,47,0,0,0,0,112,16,0,96,755,867,615,476,180,22,109,521,118,796,74,110,1317,500,202,249,951,46,1076,459,102,33,0,15,258
