,gis_id,NAME,NBH_names,NCID,population_total,population_female_perc,population_male_perc,population_asian_perc,population_black_perc,population_hispanic_perc,population_white_perc,household_total,median_household_income,per_capita_income,population_edu_total,population_edu_advanced_perc,population_edu_bachelor_perc,population_edu_highschool_perc,population_edu_nodiploma_perc,population_edu_somecollege_perc,population_industry_total,population_industry_administration_perc,population_industry_agriculture_perc,population_industry_art_perc,population_industry_construction_perc,population_industry_education_perc,population_industry_finance_perc,population_industry_informatin_perc,population_industry_management_perc,population_industry_manufacture_perc,population_industry_other_perc,population_industry_retail_perc,population_industry_transportation_perc,population_industry_wholesale_per,population_unemployed_perc,population_no_health_insurance_perc,population_poverty_perc,tenure_total,tenure_renter_perc,tenure_owner_perc,walk_time_lib,tran_time_lib,walk_time_slc,tran_time_slc,num_trips_area_norm,num_stops_area_norm,walk_time_LR,tran_time_LR,walkscore,bikescore,transitscore,total_bikelanes,sidewalk_availability,avg_driving_time,avg_transit_time,enroll_elem_df,math_perc_elem_df,reading_perc_elem_df,isa_perc_elem_df,s_per_t_elem_df,fam_sat_elem_df,stu_sat_elem_df,red_lunch_elem_df,enroll_ms_df,math_perc_ms_df,reading_perc_ms_df,isa_perc_ms_df,s_per_t_ms_df,fam_sat_ms_df,stu_sat_ms_df,red_lunch_ms_df,enroll_hs_df,math_perc_hs_df,reading_perc_hs_df,isa_perc_hs_df,s_per_t_hs_df,fam_sat_hs_df,stu_sat_hs_df,red_lunch_hs_df
246,530330067003,33,6700,3,1236,0.456,0.544,0.051,0.024,0.023,0.811,720,83163,57956,1107,0.126,0.556,0.068,0.045,0.204,993,0,0,0.298,0,0.119,0.047,0,0.284,0.059,0,0.18,0,0.012,0.017,0.164,0.056,720,0.711,0.289,20,20,66,37,0.003633435,1.81E-05,33,15,82,53,76,0.015765124,0.07098482,17,49,499,0.746053333,0.84868,0.96024,15,0.846,0.591,0.14028,552,0.718396667,0.604866667,0.93299,18,0.639,0.452,0.19565,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
247,530330067004,33,6700,4,1996,0.473,0.527,0.078,0.151,0.009,0.749,962,81850,54998,1589,0.303,0.392,0.089,0.018,0.198,1233,0,0,0.226,0.013,0.152,0.073,0.041,0.275,0,0.032,0.105,0.058,0.027,0.058,0.124,0.104,962,0.517,0.483,20,20,71,43,0.002794891,9.53E-06,41,14,74,54,68,0.007829523,0.033756019,16,50,499,0.746053333,0.84868,0.96024,15,0.846,0.591,0.14028,552,0.718396667,0.604866667,0.93299,18,0.639,0.452,0.19565,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
248,530330068001,33,6800,1,1288,0.524,0.476,0.025,0,0.012,0.914,561,108510,72953,935,0.31,0.427,0.079,0.011,0.173,702,0.024,0,0.051,0,0.184,0.073,0.101,0.279,0.101,0.06,0.091,0.013,0.023,0.014,0.006,0.039,561,0.405,0.595,13,13,78,46,0.000804877,4.00E-06,46,19,92,65,64,0.007865067,0.049146711,17,56,499,0.746053333,0.84868,0.96024,15,0.846,0.591,0.14028,552,0.718396667,0.604866667,0.93299,18,0.639,0.452,0.19565,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
249,530330068002,33,6800,2,1918,0.461,0.539,0.082,0.016,0.039,0.834,833,91925,60072,1397,0.288,0.51,0.027,0.01,0.165,1195,0.055,0,0.065,0.014,0.16,0.049,0.08,0.24,0.056,0.056,0.179,0.023,0.023,0.08,0.025,0.071,833,0.616,0.384,7,7,83,47,0.003095819,1.74E-05,49,22,92,62,61,0.018353885,0.070059358,18,58,545,0.78289,0.85401,0.96336,17,0.919,0.662,0.14312,552,0.718396667,0.604866667,0.93299,18,0.639,0.452,0.19565,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
250,530330069001,33,6900,1,1183,0.498,0.502,0.051,0,0.015,0.921,506,92727,66819,868,0.459,0.35,0.032,0,0.159,644,0,0,0.026,0,0.177,0.199,0.047,0.328,0.031,0.025,0.11,0,0.057,0.04,0,0.025,506,0.318,0.682,7,7,91,44,0.001131189,9.08E-06,56,20,86,55,60,0.007965957,0.03663178,19,56,545,0.78289,0.85401,0.96336,17,0.919,0.662,0.14312,552,0.718396667,0.604866667,0.93299,18,0.639,0.452,0.19565,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
251,530330069002,33,6900,2,1433,0.53,0.47,0.061,0.01,0.012,0.892,560,130000,55541,1072,0.276,0.419,0.043,0.084,0.178,753,0.048,0,0.052,0,0.157,0.024,0.024,0.316,0.127,0.039,0.157,0.017,0.04,0.059,0.117,0.014,560,0.373,0.627,5,5,83,45,0.002809502,2.11E-05,49,22,71,37,59,0.008944568,0.061180702,20,59,499,0.746053333,0.84868,0.96024,15,0.846,0.591,0.14028,552,0.718396667,0.604866667,0.93299,18,0.639,0.452,0.19565,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
252,530330069003,33,6900,3,1035,0.427,0.573,0.054,0.018,0,0.772,514,84375,62929,800,0.33,0.451,0.02,0.02,0.179,523,0,0,0.059,0,0.323,0,0.027,0.277,0.117,0.057,0.078,0.031,0.031,0.039,0.046,0.073,514,0.553,0.447,9,9,79,40,0.00110915,7.87E-06,45,24,73,39,60,0.008517243,0.058800815,19,57,499,0.746053333,0.84868,0.96024,15,0.846,0.591,0.14028,552,0.718396667,0.604866667,0.93299,18,0.639,0.452,0.19565,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
253,530330069004,33,6900,4,1076,0.58,0.42,0.032,0.001,0.016,0.932,606,95833,67962,937,0.195,0.48,0.111,0.016,0.197,827,0,0,0.164,0.074,0.208,0.115,0.019,0.122,0.088,0.021,0.129,0.037,0.022,0,0.031,0.016,606,0.606,0.394,15,15,91,44,0.001905036,1.35E-05,58,17,81,39,60,0.008069476,0.049488766,19,55,545,0.78289,0.85401,0.96336,17,0.919,0.662,0.14312,552,0.718396667,0.604866667,0.93299,18,0.639,0.452,0.19565,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
254,530330070001,33,7000,1,1076,0.536,0.464,0.061,0.024,0.033,0.839,700,95465,67798,933,0.266,0.448,0.057,0.028,0.202,806,0.052,0,0.11,0,0.13,0.153,0,0.182,0.05,0.11,0.177,0,0.035,0,0.074,0,700,0.539,0.461,15,12,70,36,0.00089536,3.65E-06,37,18,88,44,74,0.004527822,0.026310515,17,49,499,0.746053333,0.84868,0.96024,15,0.846,0.591,0.14028,552,0.718396667,0.604866667,0.93299,18,0.639,0.452,0.19565,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
255,530330070002,33,7000,2,1241,0.413,0.587,0.049,0.058,0.08,0.858,976,40978,49678,1220,0.132,0.454,0.02,0.131,0.262,880,0.061,0.032,0.081,0,0.159,0,0.094,0.301,0.118,0.028,0.098,0,0.027,0,0.119,0.067,976,0.723,0.277,20,19,72,33,0.008832379,3.24E-05,38,16,90,49,66,0.018313982,0.094634105,17,51,499,0.746053333,0.84868,0.96024,15,0.846,0.591,0.14028,552,0.718396667,0.604866667,0.93299,18,0.639,0.452,0.19565,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
256,530330070003,33,7000,3,1743,0.54,0.46,0.19,0,0.07,0.734,1183,75086,66588,1506,0.174,0.59,0.068,0.02,0.147,1432,0.022,0,0.142,0.017,0.115,0.096,0.087,0.207,0,0.086,0.208,0.021,0,0,0.083,0,1183,0.839,0.161,23,14,64,31,0.00294761,7.22E-06,31,18,95,48,79,0.007728212,0.052066038,17,49,499,0.746053333,0.84868,0.96024,15,0.846,0.591,0.14028,552,0.718396667,0.604866667,0.93299,18,0.639,0.452,0.19565,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
257,530330070004,33,7000,4,887,0.558,0.442,0.086,0.001,0.077,0.732,650,69412,79536,767,0.259,0.422,0.132,0.034,0.153,616,0.037,0,0.177,0,0.11,0.036,0.117,0.299,0,0.112,0.112,0,0,0.074,0.12,0.071,650,0.669,0.331,8,8,76,37,0.003750301,1.81E-05,42,19,90,45,60,0.014542072,0.084638375,18,50,499,0.746053333,0.84868,0.96024,15,0.846,0.591,0.14028,552,0.718396667,0.604866667,0.93299,18,0.639,0.452,0.19565,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
258,530330070005,33,7000,5,1163,0.468,0.532,0.012,0,0.048,0.901,768,49074,43761,962,0.308,0.338,0.122,0.064,0.168,685,0,0,0.328,0,0.143,0.044,0.121,0.187,0.07,0.031,0.076,0,0,0.079,0.103,0.07,768,0.853,0.147,19,15,68,29,0.002252999,1.37E-05,34,16,96,62,72,0.013642785,0.027459978,17,48,499,0.746053333,0.84868,0.96024,15,0.846,0.591,0.14028,552,0.718396667,0.604866667,0.93299,18,0.639,0.452,0.19565,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
259,530330070006,33,7000,6,1393,0.455,0.545,0.039,0.07,0.042,0.774,839,76250,115053,1169,0.205,0.388,0.05,0.024,0.333,1003,0,0,0.143,0,0.112,0.175,0.063,0.265,0.034,0.022,0.186,0,0,0.029,0,0.048,839,0.669,0.331,12,12,73,34,0.00259197,1.50E-05,39,19,92,40,65,0.003222721,0.067873248,18,51,499,0.746053333,0.84868,0.96024,15,0.846,0.591,0.14028,552,0.718396667,0.604866667,0.93299,18,0.639,0.452,0.19565,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
260,530330071001,33,7100,1,1512,0.542,0.458,0.032,0.051,0.073,0.776,1029,56518,58145,1306,0.211,0.412,0.193,0,0.185,1197,0.075,0,0.216,0,0.099,0.076,0.022,0.209,0.053,0.078,0.141,0.016,0.016,0.033,0.101,0.171,1029,0.806,0.194,24,18,69,28,0.006254321,2.64E-05,34,1,84,60,65,0.006033937,0.059938944,17,50,499,0.746053333,0.84868,0.96024,15,0.846,0.591,0.14028,552,0.718396667,0.604866667,0.93299,18,0.639,0.452,0.19565,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
261,530330071002,33,7100,2,2268,0.466,0.534,0.149,0.03,0.076,0.753,1461,86301,63454,1980,0.332,0.409,0.089,0.021,0.149,1764,0.036,0,0.082,0.015,0.093,0.062,0.098,0.288,0.052,0.037,0.173,0.023,0.041,0.056,0.087,0.107,1461,0.819,0.181,20,14,58,27,0.014539002,2.51E-05,23,8,95,78,83,0.032084017,0.099388456,17,49,499,0.746053333,0.84868,0.96024,15,0.846,0.591,0.14028,552,0.718396667,0.604866667,0.93299,18,0.639,0.452,0.19565,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
262,530330072001,33,7200,1,3932,0.473,0.527,0.171,0.069,0.049,0.666,2514,83750,63985,3145,0.276,0.404,0.061,0.051,0.208,3060,0.012,0,0.117,0.008,0.143,0.074,0.103,0.196,0.045,0.015,0.241,0.046,0,0.035,0.099,0.096,2514,0.795,0.205,7,7,45,20,0.005004754,1.69E-05,15,10,93,84,94,0.015986804,0.055048218,15,42,315,0.34039,0.469936667,0.93836,13,0.738,0.523,0.6127,552,0.718396667,0.604866667,0.93299,18,0.639,0.452,0.19565,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
263,530330072002,33,7200,2,1467,0.336,0.664,0.473,0,0.121,0.509,1030,70466,59759,1000,0.394,0.211,0.089,0,0.306,1080,0.024,0,0.181,0.023,0.097,0.078,0.03,0.149,0.117,0.032,0.251,0.019,0,0.016,0.07,0.192,1030,1,0,8,8,47,21,0.010249128,1.57E-05,11,7,98,87,100,0.011152547,0.034595327,15,40,315,0.34039,0.469936667,0.93836,13,0.738,0.523,0.6127,552,0.718396667,0.604866667,0.93299,18,0.639,0.452,0.19565,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
264,530330072003,33,7200,3,1399,0.369,0.631,0.162,0.023,0.032,0.633,1292,62255,66537,1337,0.256,0.482,0.025,0.061,0.177,1126,0.015,0,0.074,0,0.1,0.206,0.071,0.178,0.028,0,0.29,0.038,0,0.04,0.086,0.227,1292,0.946,0.054,13,8,51,21,0.008981133,1.81E-05,14,8,98,86,100,0.010723726,0.051164325,16,40,315,0.34039,0.469936667,0.93836,13,0.738,0.523,0.6127,552,0.718396667,0.604866667,0.93299,18,0.639,0.452,0.19565,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
265,530330073001,33,7300,1,2514,0.474,0.526,0.166,0.05,0.091,0.75,1530,84196,54519,1945,0.289,0.335,0.065,0.039,0.272,1803,0.008,0,0.019,0.013,0.205,0.042,0.18,0.267,0.063,0.027,0.158,0.009,0.008,0.059,0.134,0.195,1530,1,0,22,17,38,20,0.000515621,5.04E-06,19,8,96,67,88,0.011234001,0.047986545,15,50,315,0.34039,0.469936667,0.93836,13,0.738,0.523,0.6127,552,0.718396667,0.604866667,0.93299,18,0.639,0.452,0.19565,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
266,530330073002,33,7300,2,1566,0.31,0.69,0.13,0.121,0.079,0.615,1137,35016,57892,1401,0.183,0.256,0.094,0.089,0.378,496,0.099,0,0.123,0,0.05,0,0.016,0.381,0.04,0.034,0.224,0,0.032,0.164,0.133,0.312,1137,0.887,0.113,5,6,34,14,0.007110198,2.89E-05,11,5,97,75,100,0.013699968,0.079697844,14,42,315,0.34039,0.469936667,0.93836,13,0.738,0.523,0.6127,552,0.718396667,0.604866667,0.93299,18,0.639,0.452,0.19565,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
267,530330073003,33,7300,3,1514,0.401,0.599,0.149,0.007,0.04,0.748,1094,105909,97067,1364,0.335,0.402,0.062,0.021,0.18,1144,0.045,0,0.055,0.013,0.078,0.064,0.038,0.447,0.037,0.013,0.184,0,0.026,0.059,0.017,0.075,1094,0.717,0.283,5,5,40,19,0.006987151,1.98E-05,15,9,97,79,94,0.011850119,0.06585443,16,47,315,0.34039,0.469936667,0.93836,13,0.738,0.523,0.6127,552,0.718396667,0.604866667,0.93299,18,0.639,0.452,0.19565,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
268,530330074011,33,7401,1,1330,0.45,0.55,0.081,0,0.051,0.846,885,75203,59843,1114,0.346,0.343,0.02,0.016,0.276,1095,0.026,0,0.116,0.01,0.16,0.042,0.068,0.35,0.029,0.038,0.141,0,0.021,0.05,0.109,0.034,885,0.793,0.207,4,4,23,18,0.000570262,7.50E-06,10,8,94,65,84,0.002368702,0.053293287,16,51,315,0.34039,0.469936667,0.93836,13,0.738,0.523,0.6127,122,0.69164,0.608433333,0.94277,19,0.689,0.377,0.46759,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
269,530330074012,33,7401,2,1314,0.454,0.546,0.122,0.079,0.096,0.79,974,61742,66028,1157,0.156,0.43,0.103,0.016,0.294,976,0,0.02,0.061,0,0.071,0.081,0.182,0.281,0.054,0,0.215,0.017,0.016,0.136,0.026,0.094,974,0.909,0.091,0,0,18,14,0.002266346,5.64E-06,6,6,95,73,82,0.023615191,0.051824156,16,46,315,0.34039,0.469936667,0.93836,13,0.738,0.523,0.6127,122,0.69164,0.608433333,0.94277,19,0.689,0.377,0.46759,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
270,530330074013,33,7401,3,1504,0.489,0.511,0.171,0.013,0.061,0.727,929,62475,55591,1341,0.236,0.53,0.012,0.044,0.177,1268,0.029,0,0.11,0,0.248,0.085,0.022,0.223,0.093,0.018,0.129,0.025,0.017,0,0.028,0.062,929,0.646,0.354,6,6,26,23,0.000514801,6.77E-06,11,9,94,60,87,0.01274594,0.030228036,15,51,315,0.34039,0.469936667,0.93836,13,0.738,0.523,0.6127,122,0.69164,0.608433333,0.94277,19,0.689,0.377,0.46759,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
271,530330074014,33,7401,4,871,0.228,0.772,0.04,0.025,0.023,0.803,723,67917,54568,841,0.341,0.365,0.025,0.024,0.245,718,0.064,0,0.208,0,0.134,0.061,0.053,0.279,0.035,0.022,0.13,0,0.015,0.16,0.131,0.276,723,0.7,0.3,4,4,23,15,0.000671467,8.84E-06,8,8,96,64,86,0.004910876,0.068345192,15,47,315,0.34039,0.469936667,0.93836,13,0.738,0.523,0.6127,122,0.69164,0.608433333,0.94277,19,0.689,0.377,0.46759,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
272,530330074021,33,7402,1,1959,0.452,0.548,0.141,0.009,0.051,0.812,1160,69632,46041,1542,0.25,0.503,0.023,0.013,0.212,1665,0.007,0,0.148,0,0.264,0.098,0.023,0.247,0.088,0.008,0.095,0.019,0,0.022,0.053,0.167,1160,0.729,0.271,6,6,22,12,0.010665451,3.42E-05,4,4,97,72,85,0,0.074875614,15,43,315,0.34039,0.469936667,0.93836,13,0.738,0.523,0.6127,122,0.69164,0.608433333,0.94277,19,0.689,0.377,0.46759,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
273,530330074022,33,7402,2,1376,0.298,0.702,0.144,0.101,0.045,0.638,1046,34154,38994,1326,0.198,0.222,0.205,0.005,0.37,1084,0.012,0,0.317,0.042,0.149,0.057,0.053,0.166,0.063,0.018,0.073,0.012,0.039,0.045,0.274,0.123,1046,0.843,0.157,9,9,25,15,0.00725671,2.30E-05,6,6,96,78,96,0.007119464,0.091714656,15,44,315,0.34039,0.469936667,0.93836,13,0.738,0.523,0.6127,122,0.69164,0.608433333,0.94277,19,0.689,0.377,0.46759,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
274,530330074023,33,7402,3,1875,0.386,0.614,0.181,0.083,0.011,0.601,1242,42754,45342,1565,0.204,0.332,0.152,0.034,0.278,1446,0.018,0.012,0.124,0,0.145,0.12,0.039,0.16,0.115,0.024,0.223,0.02,0,0,0.109,0.177,1242,0.795,0.205,11,12,27,13,0.002606859,1.27E-05,9,4,98,66,100,0.001650433,0.024217357,14,44,315,0.34039,0.469936667,0.93836,13,0.738,0.523,0.6127,122,0.69164,0.608433333,0.94277,19,0.689,0.377,0.46759,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
275,530330075001,33,7500,1,1628,0.509,0.491,0.031,0.015,0.034,0.775,1075,41806,44028,1472,0.294,0.378,0.022,0.017,0.289,1181,0.061,0,0.108,0,0.213,0.091,0,0.202,0.027,0.117,0.093,0.067,0.023,0.105,0.061,0.235,1075,0.792,0.208,9,9,10,10,0.006429562,2.03E-05,8,7,94,69,76,0.017788428,0.089059637,17,48,338,0.487516667,0.516013333,0.96092,14,0.665,0.573,0.35503,122,0.69164,0.608433333,0.94277,19,0.689,0.377,0.46759,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
276,530330075002,33,7500,2,1363,0.442,0.558,0.073,0.053,0.059,0.808,846,71161,53719,1135,0.255,0.474,0,0,0.271,1041,0.058,0,0.066,0.02,0.252,0.085,0.021,0.183,0.073,0.081,0.085,0.027,0.05,0,0.03,0.062,846,0.77,0.23,15,14,16,15,0.004958923,2.97E-05,8,9,97,81,81,0.019868194,0.089224782,17,48,338,0.487516667,0.516013333,0.96092,14,0.665,0.573,0.35503,122,0.69164,0.608433333,0.94277,19,0.689,0.377,0.46759,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
277,530330075003,33,7500,3,1688,0.532,0.468,0.129,0,0.188,0.773,1042,52315,44864,1318,0.333,0.358,0.106,0.021,0.181,1121,0.058,0,0.054,0.102,0.323,0,0.045,0.293,0,0.019,0.107,0,0,0.043,0.121,0.085,1042,0.813,0.187,4,4,15,13,0.00262081,9.91E-06,4,4,97,73,81,0.023723514,0.085649349,17,45,315,0.34039,0.469936667,0.93836,13,0.738,0.523,0.6127,122,0.69164,0.608433333,0.94277,19,0.689,0.377,0.46759,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
278,530330075004,33,7500,4,1845,0.346,0.654,0.1,0.147,0.079,0.642,1229,71920,48929,1484,0.081,0.453,0.034,0,0.433,1564,0.054,0,0.164,0.011,0.119,0.155,0.059,0.208,0.067,0.021,0.119,0,0.022,0,0.106,0.146,1229,0.876,0.124,16,11,20,13,0.006721261,3.13E-05,9,9,99,90,87,0.016440965,0.072559867,17,47,315,0.34039,0.469936667,0.93836,13,0.738,0.523,0.6127,122,0.69164,0.608433333,0.94277,19,0.689,0.377,0.46759,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
279,530330075005,33,7500,5,1259,0.555,0.445,0.096,0.06,0.133,0.728,713,76010,51405,925,0.199,0.582,0.024,0,0.196,920,0,0,0.055,0,0.074,0.089,0.085,0.266,0.026,0,0.304,0.072,0.028,0.1,0.079,0.145,713,0.763,0.237,9,8,18,13,0.017733629,4.81E-05,2,2,97,83,86,0.025116804,0.100527102,16,42,315,0.34039,0.469936667,0.93836,13,0.738,0.523,0.6127,122,0.69164,0.608433333,0.94277,19,0.689,0.377,0.46759,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
280,530330076001,33,7600,1,1199,0.528,0.472,0.111,0.029,0.039,0.774,552,79722,54066,893,0.288,0.434,0.092,0.015,0.171,715,0.024,0,0.052,0,0.206,0.083,0.045,0.308,0.159,0.031,0.043,0.038,0.013,0.056,0.048,0.113,552,0.585,0.415,16,16,4,4,0.003407606,1.53E-05,18,11,88,70,67,0.023240304,0.099789714,18,49,338,0.487516667,0.516013333,0.96092,14,0.665,0.573,0.35503,122,0.69164,0.608433333,0.94277,19,0.689,0.377,0.46759,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
281,530330076002,33,7600,2,1554,0.385,0.615,0.075,0.194,0.028,0.66,734,66196,41701,1157,0.316,0.296,0.126,0.034,0.228,927,0.072,0.044,0.091,0.01,0.358,0.041,0.03,0.16,0.03,0.024,0.14,0,0,0.105,0.077,0.104,734,0.658,0.342,20,13,3,3,0.021191961,9.70E-05,15,8,87,68,67,0.024091652,0.141299949,18,48,338,0.487516667,0.516013333,0.96092,14,0.665,0.573,0.35503,122,0.69164,0.608433333,0.94277,19,0.689,0.377,0.46759,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
282,530330076003,33,7600,3,1118,0.465,0.535,0.068,0.01,0.073,0.901,713,63359,53719,991,0.373,0.438,0.027,0,0.161,813,0.084,0,0.055,0.028,0.262,0.034,0.037,0.306,0.033,0.037,0.101,0,0.022,0.058,0.05,0.051,713,0.721,0.279,14,11,7,7,0.002185039,9.74E-06,10,6,92,71,71,0.017596287,0.048110514,18,50,338,0.487516667,0.516013333,0.96092,14,0.665,0.573,0.35503,122,0.69164,0.608433333,0.94277,19,0.689,0.377,0.46759,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
283,530330077001,33,7700,1,1254,0.411,0.589,0.041,0.132,0,0.748,471,105662,47344,911,0.262,0.255,0.19,0,0.293,832,0.024,0,0.121,0,0.212,0.017,0.03,0.209,0.082,0.044,0.21,0.049,0.001,0.166,0.151,0.111,471,0.406,0.594,15,12,18,11,0.00164599,8.70E-06,31,12,78,70,57,0.011279116,0.076661306,20,55,275,0.81463,0.753043333,0.96089,14,0.833,0.601,0.08727,122,0.69164,0.608433333,0.94277,19,0.689,0.377,0.46759,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
284,530330077002,33,7700,2,848,0.512,0.488,0.142,0.006,0.042,0.853,419,140250,89854,682,0.443,0.211,0.066,0,0.28,464,0.047,0,0.024,0,0.226,0.032,0.047,0.39,0.026,0.06,0.119,0.028,0,0.081,0,0.017,419,0.081,0.919,25,13,11,11,0.003979132,1.17E-05,27,11,83,51,58,0.009013009,0.093392906,19,55,275,0.81463,0.753043333,0.96089,14,0.833,0.601,0.08727,122,0.69164,0.608433333,0.94277,19,0.689,0.377,0.46759,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
285,530330077003,33,7700,3,1348,0.459,0.541,0.013,0.335,0.019,0.604,486,100000,42863,789,0.25,0.352,0.223,0.06,0.115,588,0.09,0.014,0.109,0.041,0.238,0.024,0,0.216,0.065,0.087,0.053,0,0.065,0.319,0.064,0.205,486,0.393,0.607,13,13,16,12,0.003274397,1.58E-05,27,14,82,73,61,0.015223688,0.108759464,19,51,212,0.522623333,0.457316667,0.94325,14,0.752,0.469,0.57547,122,0.69164,0.608433333,0.94277,19,0.689,0.377,0.46759,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
286,530330077004,33,7700,4,1673,0.472,0.528,0.159,0.063,0.049,0.74,884,91809,63183,1265,0.236,0.541,0.073,0.026,0.125,1371,0.031,0.014,0.096,0.01,0.235,0.062,0.036,0.346,0.022,0.082,0.055,0,0.01,0.029,0.149,0.09,884,0.67,0.33,19,14,10,10,0.006948152,2.54E-05,23,10,83,55,61,0.003977789,0.082813107,19,53,275,0.81463,0.753043333,0.96089,14,0.833,0.601,0.08727,122,0.69164,0.608433333,0.94277,19,0.689,0.377,0.46759,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
287,530330078001,33,7800,1,1117,0.513,0.487,0.087,0.046,0.03,0.799,506,213611,136539,868,0.465,0.332,0.029,0,0.174,573,0,0,0.03,0,0.356,0.131,0.021,0.257,0.059,0.091,0.056,0,0,0.083,0.026,0.044,506,0.142,0.858,13,13,39,30,0.001747298,1.39E-05,50,24,76,53,47,0.01576254,0.049971921,21,61,212,0.522623333,0.457316667,0.94325,14,0.752,0.469,0.57547,122,0.69164,0.608433333,0.94277,19,0.689,0.377,0.46759,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
288,530330078002,33,7800,2,1848,0.515,0.485,0.068,0.022,0,0.729,679,163984,70950,1418,0.522,0.335,0.007,0.011,0.125,1148,0.037,0,0.144,0,0.308,0.065,0.015,0.328,0.02,0.025,0.01,0.029,0.019,0,0.095,0.05,679,0.191,0.809,7,5,35,19,0.000682225,5.64E-06,46,18,76,55,50,0.00935478,0.055029849,20,61,212,0.522623333,0.457316667,0.94325,14,0.752,0.469,0.57547,122,0.69164,0.608433333,0.94277,19,0.689,0.377,0.46759,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
289,530330078003,33,7800,3,1321,0.542,0.458,0.064,0.07,0.112,0.54,504,123088,45244,878,0.383,0.386,0.025,0.088,0.118,717,0.11,0,0.042,0,0.204,0.057,0.085,0.245,0.059,0.028,0.12,0.05,0,0.036,0.094,0.14,504,0.482,0.518,2,2,28,16,0.003505414,1.95E-05,39,17,86,73,54,0.008811191,0.062919174,20,56,212,0.522623333,0.457316667,0.94325,14,0.752,0.469,0.57547,122,0.69164,0.608433333,0.94277,19,0.689,0.377,0.46759,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
290,530330078004,33,7800,4,1355,0.509,0.491,0.067,0.209,0.053,0.652,484,150294,81502,973,0.396,0.314,0.115,0.05,0.124,655,0.072,0,0.04,0.037,0.279,0.024,0.024,0.256,0.092,0,0.087,0.026,0.063,0,0.101,0.022,484,0.176,0.824,13,13,27,20,0.002429719,1.30E-05,41,21,57,55,51,0.00971073,0.077931456,21,59,275,0.81463,0.753043333,0.96089,14,0.833,0.601,0.08727,122,0.69164,0.608433333,0.94277,19,0.689,0.377,0.46759,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
291,530330079001,33,7900,1,1600,0.47,0.53,0.157,0.241,0.03,0.593,507,69653,31155,1074,0.308,0.25,0.07,0.095,0.277,578,0,0,0.028,0,0.204,0.213,0.054,0.225,0.024,0.05,0.149,0.054,0,0.036,0.073,0.091,507,0.373,0.627,15,15,12,12,0.014716976,7.12E-05,24,16,86,77,67,0.053711704,0.279008336,19,50,212,0.522623333,0.457316667,0.94325,14,0.752,0.469,0.57547,122,0.69164,0.608433333,0.94277,19,0.689,0.377,0.46759,1722,0.01081,0.84383,0.90211,22,0.691,0.496,0.37689
