block_group,NAME,NBH_names,NCID,socio_status,fam_friendliness,infrastructure,connectivity,elem,upper,health,dev
530330110023,33,11002,3,-1.83371703,2.36184158,0.671964559,-0.016087544,0.16584261,-2.00842018,-0.5985844,-0.26147313
530330111011,33,11101,1,-2.14350958,0.63228086,-0.306233818,0.229628605,-0.61153691,-1.48127721,-0.30750455,-0.27202164
530330111012,33,11101,2,-1.40223928,0.7463395,0.508744606,0.249884602,-0.95927218,-1.2283608,-0.37307369,0.81553093
530330111013,33,11101,3,-1.86765442,2.44040658,0.592836517,-0.109611009,-0.91238613,-3.35641369,-0.3138229,-0.27577576
530330111014,33,11101,4,-1.36656989,2.5022978,0.080494442,0.112946888,-0.84604181,-1.02428584,-0.6077195,-0.26694471
530330111021,33,11102,1,0.34816953,1.45959404,-0.35317637,-0.554472398,0.18068935,-2.42650708,0.36053933,-0.27101158
530330111022,33,11102,2,-1.80891421,1.71880752,0.514912783,-0.015678627,0.04529464,-3.08355711,-0.30641951,-0.25381989
530330111023,33,11102,3,-2.79182899,1.97058163,1.041766226,0.128781464,0.07984709,-3.57890453,-0.26450556,0.175135
530330111024,33,11102,4,-1.23124717,1.85594467,0.636525672,-0.009085404,-0.01241777,-2.88487046,-0.09378907,-0.25242043
530330112001,33,11200,1,-2.04644776,1.80823828,0.370877419,-0.427809196,-0.53131585,-2.9652811,-0.13827067,-0.26484037
530330112002,33,11200,2,-1.6354265,1.17050011,-0.021127415,-0.51422408,-0.47333767,-3.03223088,0.07742684,-0.26389519
530330112003,33,11200,3,-2.58228562,1.89789736,0.350222302,-0.264839223,-0.57825828,-3.02344887,-0.15668183,-0.25230937
530330113001,33,11300,1,-1.10408574,-0.35272986,0.234381506,-0.868184884,-0.58292649,-2.52034976,0.56924472,-0.20362899
530330113002,33,11300,2,-1.07353447,2.29780154,1.020700528,-0.437287737,-0.73579194,-2.59119786,-0.0179514,-0.26740746
530330113003,33,11300,3,-1.3870055,1.76756125,0.310410749,-0.265733155,-0.65641806,-2.8338182,-0.19465524,-0.27311251
530330113004,33,11300,4,-1.6661411,2.31320675,1.515364001,-0.420783465,-0.52579285,-2.81896147,-0.18532122,-0.25964983
530330113005,33,11300,5,-1.13543901,1.31191198,0.071410159,-0.527067869,-0.59331217,-2.67670323,0.15397451,-0.276098
530330114011,33,11401,1,-1.69308303,0.71528154,-0.321627963,-0.658501729,-1.33324951,-2.97098471,0.19684847,-0.25878512
530330114012,33,11401,2,-1.43177706,1.12999678,-0.329660258,-0.541470503,-1.50763924,-3.04202732,0.11956934,-0.26907463
530330114013,33,11401,3,-1.37124209,2.12520769,0.111736962,-0.588836878,-0.7047137,-2.83982184,0.07819048,-0.25975117
530330114021,33,11402,1,-1.86875602,1.60539683,-0.232112458,-0.343068203,-1.4718407,-3.19223897,-0.09933526,-0.12473362
530330114022,33,11402,2,-1.5565464,1.13372627,0.35300442,-0.266683154,-1.53398186,-3.00585565,-0.10397135,-0.18530859
530330114023,33,11402,3,-1.27270073,0.68914106,0.390014044,-0.568697498,-1.65021443,-2.87768213,0.22794086,-0.23479572
530330115001,33,11500,1,-0.35351304,1.58423706,-0.675030785,-1.199771434,-1.55800029,-2.35594958,0.68418236,-0.27357685
530330115002,33,11500,2,-0.19600091,0.9873045,0.676780323,-0.939474787,-0.77779352,-2.70000619,0.71259277,-0.19222688
530330115003,33,11500,3,-0.43364899,0.46647286,0.89858866,-0.834321431,-0.82869799,-0.65730546,0.69383666,-0.25378897
530330116001,33,11600,1,0.83695347,-0.09327092,-0.519314565,-1.12611843,-0.97298055,-0.19671603,1.13380344,-0.28309766
530330116002,33,11600,2,0.26574602,0.37072977,-0.161926159,-1.156211062,-0.86508971,-0.32063052,1.05452111,-0.28259219
530330116003,33,11600,3,0.17556155,1.22307178,-0.334162145,-1.710708345,-0.46174119,-2.19130601,1.37152258,-0.28248935
530330116004,33,11600,4,0.01393151,1.09715494,0.100223764,-1.455923662,-0.53108072,-2.2035282,1.13313437,-0.29833606
530330116005,33,11600,5,0.59587569,0.25422943,-0.175602304,-1.668155825,-0.62636548,-2.07193089,1.58990792,-0.302753
530330116006,33,11600,6,0.60159667,-0.12564922,-0.238219175,-1.333981886,-0.90877036,-0.02007774,1.37811057,-0.26620425
530330117001,33,11700,1,-2.288599,2.05255816,0.654135638,0.063123986,0.03502867,-3.57172145,-0.34217146,-0.20362316
530330117002,33,11700,2,-2.12245371,3.20755153,-0.109445092,-0.306262454,0.21478613,-1.59559842,-0.35784944,-0.27663869
530330117003,33,11700,3,-1.87453406,2.94458078,-0.080404211,-0.202634002,0.14695388,-3.20443645,-0.18721296,-0.27088819
530330117004,33,11700,4,-1.35372538,3.20252175,0.194617372,-0.688274457,-0.34703725,-2.76095412,0.15765599,-0.27340519
530330118001,33,11800,1,0.02867618,0.70529372,-0.172819499,-1.160775412,-2.09799982,-2.37669304,0.7716403,-0.29426959
530330118002,33,11800,2,-0.8034582,2.00630756,-0.242422607,-1.32337525,-2.24966933,-2.39051429,0.91334402,-0.2971694
530330118003,33,11800,3,-1.07959536,1.73476751,1.178857742,-1.005374503,-2.3503851,-2.47345825,0.57268561,-0.29225219
530330118004,33,11800,4,-2.33874558,1.05318005,1.299749697,0.009144489,-0.98005242,-3.53675585,-0.2049197,-0.24768373
530330118005,33,11800,5,-2.15102218,3.15822508,0.1376181,-0.10840588,-0.86331213,-3.43334357,-0.41522705,-0.26395196
530330118006,33,11800,6,-3.03888333,1.52016643,1.013061348,0.047348081,-1.78792939,-3.73187915,-0.45601278,-0.25204712
530330119001,33,11900,1,-0.38143371,1.88128654,0.122300805,-1.774535089,-2.55277378,-1.8285558,1.26835013,-0.2708687
530330119002,33,11900,2,-0.1984024,1.22808038,-0.449066059,-1.770242038,-2.59993258,-1.68825978,1.31856046,-0.27674961
530330119003,33,11900,3,-1.7231674,1.74542043,-0.263256222,-1.155574837,-0.54505005,-2.21793891,1.01974458,-0.27128565
530330119004,33,11900,4,-2.07350126,2.49879785,-0.397763542,-1.294049236,-0.16581238,-2.29761826,1.18664623,-0.27168088
530330119005,33,11900,5,-1.55093262,2.05801559,0.657582087,-1.221882193,-0.33673448,-2.51471725,0.93178415,-0.27685787
530330120001,33,12000,1,-0.75328454,1.391947,-0.045036301,-1.14798556,-0.61710299,-2.68405823,0.90009238,-0.27843242
530330120002,33,12000,2,0.11644806,1.22085931,-0.170129877,-1.926404275,-0.5736118,-1.85849585,1.62727094,-0.27360144
530330120003,33,12000,3,0.43563937,1.01171753,-0.853163424,-1.744510861,-0.72296714,-2.00567426,1.55682814,-0.2873074
530330121001,33,12100,1,0.98548486,0.80415351,-0.647001893,-2.344093927,-0.68996336,-1.56324454,2.18726978,-0.30682111
530330121002,33,12100,2,0.05978274,1.69798305,-0.566743761,-2.28407631,-0.64895293,-1.69930122,1.89810596,-0.28275625
530330260011,33,26001,1,-0.33846385,1.40577817,0.002676309,-2.075295487,-2.78857203,-1.92770717,1.54489636,-0.27435158
530330264004,33,26400,4,-1.42248849,1.02008137,-0.629183435,-1.07811467,-0.47689034,-2.71659938,0.91374903,-0.27167803
530330264005,33,26400,5,-2.54986672,1.63197846,0.940431443,-0.725241057,-0.45920385,-3.1651186,0.31350591,-0.27570558
530330265001,33,26500,1,-2.37074542,1.8506453,2.711406321,-0.693373829,-0.28827249,-2.62455283,0.22513832,-0.27010217
530339901000,33,990100,0,0.73535552,-1.04287244,-0.814385708,-6.399056633,-0.86616059,0.25050521,7.58293199,-0.34127408
